GROUP,SCHOOL/DEPT,PRINTER NAME,ADDRESS,QUEUE NAME,MANAGED BY,SUPPLY CONTACT,TONER ALERT STATUS,LEASE OWNER
Harvard Divinity School,,HDS-Swartz-G33-C01,"Swartz Hall, Ground Floor, Room G33",HDS-Crimson-Print,,,,
Harvard Divinity School,,HDS-Swartz-106-C01,"Swartz Hall, Floor 1, Room 106Ā",HDS-Crimson-Print,,,,
Harvard Divinity School,,HDS-Swartz-110-C01,"Swartz Hall, Floor 1, Room 110",HDS-Crimson-Print,,,,
Harvard Divinity School,,HDS-Swartz-209-C01,"Swartz Hall, Floor 2, Room 209",HDS-Crimson-Print,,,,
Harvard Divinity School,,HDS-Swartz-313-C01,"Swartz Hall, Floor 3, Room 313",HDS-Crimson-Print,,,,
Harvard Divinity School,,HDS-Swartz-326-C01,"Swartz Hall, Floor 3, Room 326",HDS-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Administrative Operations,FAS-AF-1414MA-FL4-C01,"1414 Massachusetts Ave, Floor 4, Room 443 Mailroom",AF-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-AF-1414MA-FL5-C01,"1414 Massachusetts Ave, Floor 5, Mailroom",AF-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Admissions and Financial Aid Office,ADMF-86BRTL-139-B01,"86 Brattle St, Floor 1, Room 139",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-86BRTL-1STSTAIR-C01,"86 Brattle St, Floor 1, Stairwell",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-86BRTL-B20-B01,"86 Brattle St, Basement, Room 20",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-86BRTL-BRAMP-B01,"86 Brattle St, Basement, Ramp",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-86BRTL-RECEPT-C01,"86 Brattle St, Reception, Lobby",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-Agassiz-108-C01,"Elizabeth Cary Agassiz House, Floor 1, Room 108",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,ADMF-Agassiz-401-C01,"Elizabeth Cary Agassiz House, Floor 4, Room 401",ADMFAO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Center for European Studies,FAS-CES-ADOLPHUSBCH-4FL-B01,"Adolphus Busch Hall, Floor 4",CES-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CES-ADOLPHUSBCH-LL-CLO-B01,"Adolphus Busch Hall, Lower Level, Closet",CES-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CES-ADOLPHUSBCH-MAIL-C01,"Adolphus Busch Hall, Mailroom",CES-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Education Support Services,FAS-ESS-1414MA-FL2-RECEPT-B01,"1414 Mass Ave, Floor 2, Behind reception",AF-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-ESS-SC-B02-C01,"Science Center, Basement, B02",AF-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-ESS-SEVERHALL-301-C01,"Sever Hall, Floor 3, Room 301",AF-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Harvard College Dean's Office,FAS-HCDO-GND-KIT-C01,"1 Harvard Yard, Ground Floor, Kitchen",HCDO-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Harvard-MIT Data Center / Center for Government and International Studies,FAS-CGIS-K003,"1737 Cambridge ST, CGIS Knafel, Concourse Computer Lab",HMDC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CGIS-K024,"1737 Cambridge ST, CGIS Knafel, Concourse Computer Lab",HMDC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CGIS-K024-BW1,"1737 Cambridge ST, CGIS Knafel, Concourse Computer Lab",HMDC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CGIS-K024-BW2,"1737 Cambridge ST, CGIS Knafel, Concourse Computer Lab",HMDC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-CGIS-K301,"1737 Cambridge ST, CGIS Knafel, Concourse Computer Lab",HMDC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,History,FAS-HIST-ROBGRADSTDNTLNGE,"Robinson Hall, Graduate Student Lounge",History-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-HIST-CGIS-S434-BW,"CGIS Knafel Building, Floor 4, Room S434",History-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-HIST-ROBLIBRARY,"Robinson Hall, Floor 1, Across from Office 119",History-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-HIST-ROB-1FL-LNGE-C01,"Robinson Hall, Floor 1, Small Lounge (Next to Room118-123)",History-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,History of Art and Architecture,FAS-HAA-SACKLER-4FL-C01,"Sackler Building, Floor 4",HAA-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,History of Science,SCS-SCIENCECTR-470-C01,"Science Center, Floor 4, Room 470",DHS-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Linguistics Department,FAS-LING-BOYLSTON-310-C01,"Boylston Hall, Floor 3, Linguistics Lab",LINGUISTICS-Crimson Print,,,,
Harvard Faculty of Arts and Sciences,MusicĀ,FAS-MUSI-MUSICBLDG-102S-B01,"Music Building, Main Floor, Room 102S",MUSIC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Near Eastern Languages and CivilizationsĀ,FAS-NELC-HMANE-FL1-B01,"Harvard Museum of the Ancient Near East (HMANE), Floor 1, Hallway, 2nd door on right",NELC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-NELC-HMANE-FL1-C01,"Harvard Museum of the Ancient Near East (HMANE), Floor 1, Hallway, 2nd door on right",NELC-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Office of Career Services,FAS-OCS-54Dunster-1FL-B01,"54 Dunster St, Floor 1, Office of Career Services",OCS-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Phillips Brooks House,FAS-PBH-PBH-103-B01,"Phillips Brooks House, Floor 1, Randall Room (near 103)",PBH-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,,FAS-PBH-PBH-306-C01,"Phillips Brooks House, Floor 3, Room 306",PBH-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Philosophy,FAS-PHIL-FL3-Lounge-B01,"Emerson Hall, Floor 3, Lounge",Philosophy-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Psychology,SCS-WJH-1301-C02,"William James Hall, Floor 13, Room 1301",Psychology-Crimson-Print,,,,
Harvard Faculty of Arts and Sciences,Sociology,FAS-SOCI-401C-HP-B01,"William James Hall, Floor 4, Room 401C","Sociology-Crimson-Print
Sociology-Crimson-Print-HP",,,,
Harvard Faculty of Arts and Sciences,,FAS-SOCI-553-C01,"William James Hall, Floor 5, Room 553","Sociology-Crimson-Print
Sociology-Crimson-Print-HP",,,,
Harvard Faculty of Arts and Sciences,,FAS-SOCI-676-B01,"William James Hall, Floor 6, Room 676","Sociology-Crimson-Print
Sociology-Crimson-Print-HP",,,,
Harvard Faculty of Arts and Sciences,,FAS-SOCI-676-HP-C01,"William James Hall, Floor 6, Room 676","Sociology-Crimson-Print
Sociology-Crimson-Print-HP",,,,
Harvard Faculty of Arts and Sciences,South Asian Studies,FAS-SAS-1BOW-FL3-KIT-C01,"1 Bow St, Floor 3, Kitchen Area",SAS-Crimson-Print,,,,
Harvard Graduate School of Arts and Sciences,,FAS-GSAS-SCC-350-MAIL-C01,"Smith Center, Floor 3, Room 350",GSAS-Crimson-Print,,,,
Harvard Graduate School of Arts and Sciences,,FAS-GSAS-SCC-370-B01,"Smith Center, Floor 3, Outside room 370",GSAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-114W-R1210-C01,"114 Western Ave, Floor 1, Room 1210",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-114W-R2111HW-C01,"114 Western Ave, Floor 2, Room 2111",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-LL2214,"150 Western Ave, Lower Level 2, Room 214",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-LL1235,"150 Western Ave, Lower Level 1, Room 235",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-LL1200C2-C01,"150 Western Ave, Lower Level 1, Room 200.C2",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-01101-C01,"150 Western Ave, Floor 1, Room 1.101",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-012003,"150 Western Ave, Floor 1, Room 200.3",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-0131209-C01,"150 Western Ave, Floor 1, Room 312-09",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-02111,"150 Western Ave, Floor 2, Room 111",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-02129,"150 Western Ave, Floor 2, Room 129 (Dean's Suite)",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-02206-C01,"150 Western Ave, Floor 2, Room 206",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-02420,"150 Western Ave, Floor 2, Room 420",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-03207-C01,"150 Western Ave, Floor 3, Room 207",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-03315,"150 Western Ave, Floor 3, Room 315",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-03324-C01,"150 Western Ave, Floor 3, Room 324",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-04200C,"150 Western Ave, Floor 4, Room 200.C",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-04422,"150 Western Ave, Floor 4, Room 422",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-05102-C01,"150 Western Ave, Floor 5, Room 102",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-05422,"150 Western Ave, Floor 5, Room 422",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-064001,"150 Western Ave, Floor 6, Room 400.C1",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-150W-5211-C01,"150 Western Ave, Floor 5, Room 211",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-52OX-B147-C01,"52 Oxford St, Basement, Room 147",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-58OX-ESL-C01,"58 Oxford St, Floor 3, ESL (right off of the elevator)",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-GORDON-122-C01,"Gordon McKay Laboratory, Floor 1, Room 122 (Hallway)",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-MD-312-C01,"33 Kirkland St, Maxwell Dworkin, Floor 3, Room 312",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-G16-C01,"Pierce Hall, Ground Floor, Room G16",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-1FL-C01,"Pierce Hall, Floor 1",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-107G-C01,"Pierce Hall, Floor 1, Room 107G",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-2FL-BRDG-C01,"Pierce Hall, Floor 2, Bridge",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-3FL-HLLWY-C01,"Pierce Hall, Floor 3, Hallway",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCE-G3E-RICOH,"Pierce Hall, G3E",SEAS-Crimson-Print,,,,
Harvard John A. Paulson School of Engineering and Applied Sciences,,SEAS-PIERCECRUFT-2FL-HLWY-C01,,SEAS-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-ALUMNAEHSE-110-C01,"Alumnae House, Room 110, Work Room",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-BYERLY-107-C01,"Byerly Hall, Floor 1, Room 107",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-BYERLY-231-C01,"Byerly Hall, Floor 2, Room 231",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-BYERLY-FL3-HALLWAY-B01,"Byerly Hall, Floor 3, Hallway",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-020-C01,"Fay House, Ground Floor, Room 020",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-FL2-C01,"Fay House, Floor 2",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-200-C01,"Fay House, Floor 2, Room 200",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-230-C01,"Fay House, Floor 2, Room 230",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-FL3-HALLWAY-B01,"Fay House, Floor 3, Hallway",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-FAY-300-C01,"Fay House, Floor 3, Room 300",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-KNAFELCTR-102-B01,"Knafel Center, Floor 1, Room 102",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-PUTNAM-108-C01,"Putnam House, Floor 1, Room 108",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-PUTNAM-208-B01,"Putnam House, Floor 2, Near Room 208",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-SCHL40-205-B01,"40 Concord Ave, Floor 2, Outside Room 205",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-SCHLIB-FL3-B01,"Schlesinger Library, Floor 3, Front Entrance Hallway",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-SCHLIB-FL4-C01,"Schlesinger Library, Floor 4, Back Exit Hallway",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-SCHLIB-MAIL-B01,"Schlesinger Library, Floor 1, Mailroom",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-WALLACH-108-B01,"Wallach House, Floor 1, Room 108",HRI-Crimson-Print,,,,
Harvard Radcliffe Institute for Advanced Study,,HRI-WALLACH-208-C01,"Wallach House, Floor 2, Room 208",HRI-Crimson-Print,,,,
Harvard Student Agencies,,HSA-67MTAUBURN-304-B01,"67 Mt Auburn St, Floor 3, Room 304 (Groupgear Room)",HSA-Crimson-Print,,,,
Harvard Student Agencies,,HSA-67MTAUBURN-FL2-COPY-B01,"67 Mt Auburn St, Floor 2, Copy Room",HSA-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,158 Longwood Ave,HSPH-158LONG-FL1-C01,"158 Longwood Ave, Floor 1",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,22 Plympton St,HSPH-22PLYMPTONST-108-B01,"22 Plympton St, Floor 1, Room 108 (flex space)",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,718 Huntington Avenue,HSPH-718HUNT-FL2-C01,"718 Huntington Ave, Floor 2",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,9 Bow St,HSPH-9BOWST-B2-B01,"9 Bow St, Basement, Room B2",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-9BOWST-310-B01,"9 Bow St, Floor 3, Room 310 (Closet)",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,Building 1,HSPH-BLDG1-209A-C01,"Building 1, Floor 2, Room 209",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-304-C01,"Building 1, Floor 3, Room 304",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,SPH-BLDG1-405-C01,"Building 1, Floor 4, Room 405",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-515-C01,"Building 1, Floor 5, Room 515",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-617-C01,"Building 1, Floor 6, Room 617",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-717-C01,"Building 1, Floor 7, Room 717",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-815-C01,"Building 1, Floor 8, Room 815",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-911-C01,"Building 1, Floor 9, Room 911",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-1119-C01,"Building 1, Floor 11, Room 1119",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-1310-C01,"Building 1, Floor 13, Room 1310",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-1402-B01,"Building 1, Floor 14, Room 1402",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG1-1408B-B01,"Building 1, Floor 14, Room 1408B",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,Building 2,HSPH-BLDG2-104-C01,"Building 2, Floor 1, Room 104",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG2-222-C01,"Building 2, Floor 2, Room 222",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,SPH-BLDG2-306-C01,"Building 2, Floor 3, Room 306",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG2-306-C02,"Building 2, Floor 3, Room 306",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-BLDG2-408-B01,"Building 2, Floor 4, Room 408",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,SPH-BLDG2-HW435-B01,"Building 2, Floor 4, Outside Room 435 (Hallway)",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,FXB Center,HSPH-FXB-B02-B01,"FXB Center, Basement, Room B02",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-Security-Desk-B01,"FXB Center, Floor 1, Security Desk",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-FL2-KITCHEN-CO1,"FXB Center, Floor 2, Kitchen",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-304-C01,"FXB Center, Floor 3, Room 304",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-403-C01,"FXB Center, Floor 4, Room 403",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-643WS5-C01,"FXB Center, Floor 6, Room 643WS5",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-FXB-709A-C01,"FXB Center, Floor 7, Room 709A",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,Kresge Building,SPH-KRESGE-LL15-C01,"Kresge Building, Lower Level, Room LL15",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-LL19J-C01,"Kresge Building, Lower Level, Room LL19",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-G10-C01,"Kresge Building, Ground Level, Room G10",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-G29D-C01,"Kresge Building, Ground Level, Room G29D",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-G4-G52H-C01,"Kresge Building, Ground Level, G4 Suite, Room G52H",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-121-C01,"Kresge Building, Floor 1, Room 121",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-329-C01,"Kresge Building, Floor 3, Room 329",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-333-C01,"Kresge Building, Floor 3, Room 333",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-425-C01,"Kresge Building, Floor 4, Room 425",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-506C-C01,"Kresge Building, Floor 5, Room 506C",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-609-B01,"Kresge Building, Floor 6, Room 609",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-721-C01,"Kresge Building, Floor 7, Room 721 (kitchen)",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-820A-C01,"Kresge Building, Floor 8, Room 820A",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-909-C01,"Kresge Building, Floor 9, Room 909",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-FL10-HALLWAY-C01,"Kresge Building, Floor 10, Hallway",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-1001-C01,"Kresge Building, Floor 10, Room 1001",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-1005-C01,"Kresge Building, Floor 10, Room 1005",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-KRESGE-1007-C01,"Kresge Building, Floor 10, Room 1007",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,Landmark Center,HSPH-Landmark-HWL3-C20-C01,"Landmark Center, Floor 3, Room L3-C20 (Corridor)",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-Landmark-L3-099-C01,"Landmark Center, Floor 3, Room L3-099",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-Landmark-L3-111-C01,"Landmark Center, Floor 3, Room L3-111",HSPH-Crimson-Print,,,,
Harvard T.H. Chan School of Public Health,,HSPH-LANDMARK-405-C01,"Landmark Center, Floor 4, Room 405 (mailroom)",HSPH-Crimson-Print,,,,
